name,city,state,state_url,dob,player_url
"Donald Whiteside","Chicago","Illinois","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IL","Apr 25, 1969","http://www.basketball-reference.com/players/w/whitedo01.html"
"Jeff Wilkins","Chicago","Illinois","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IL","Mar 9, 1955","http://www.basketball-reference.com/players/w/wilkije01.html"
"Aaron Williams","Evanston","Illinois","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IL","Oct 2, 1971","http://www.basketball-reference.com/players/w/williaa01.html"
"Frank Williams","Peoria","Illinois","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IL","Feb 25, 1980","http://www.basketball-reference.com/players/w/willifr02.html"
"Justin Williams","Chicago","Illinois","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IL","May 12, 1984","http://www.basketball-reference.com/players/w/williju01.html"
"Mike Williams","Chicago","Illinois","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IL","Aug 14, 1963","http://www.basketball-reference.com/players/w/willimi03.html"
"Voise Winters","Chicago","Illinois","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IL","Oct 12, 1962","http://www.basketball-reference.com/players/w/wintevo01.html"
"Julian Wright","Chicago","Illinois","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IL","May 20, 1987","http://www.basketball-reference.com/players/w/wrighju01.html"
"Tom Abernethy","South Bend","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 6, 1954","http://www.basketball-reference.com/players/a/abernto01.html"
"Steve Alford","Franklin","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 23, 1964","http://www.basketball-reference.com/players/a/alforst01.html"
"Dick Atha","Otterbein","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 21, 1931","http://www.basketball-reference.com/players/a/athadi01.html"
"Chet Aubuchon","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 18, 1916","http://www.basketball-reference.com/players/a/aubucch01.html"
"Cliff Barker","Yorktown","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jan 15, 1921","http://www.basketball-reference.com/players/b/barkecl01.html"
"Dick Barnett","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 2, 1936","http://www.basketball-reference.com/players/b/barnedi01.html"
"Kent Benson","New Castle","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Dec 27, 1954","http://www.basketball-reference.com/players/b/bensoke01.html"
"Larry Bird","West Baden","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Dec 7, 1956","http://www.basketball-reference.com/players/b/birdla01.html"
"Ron Bonham","Muncie","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 31, 1942","http://www.basketball-reference.com/players/b/bonharo01.html"
"Vince Boryla","East Chicago","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 11, 1927","http://www.basketball-reference.com/players/b/borylvi01.html"
"Jim Bradley","East Chicago","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 16, 1952","http://www.basketball-reference.com/players/b/bradlji01.html"
"Junior Bridgeman","East Chicago","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 17, 1953","http://www.basketball-reference.com/players/b/bridgju01.html"
"Roger Burkman","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 22, 1958","http://www.basketball-reference.com/players/b/burkmro01.html"
"Don Buse","Huntingburg","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Aug 10, 1950","http://www.basketball-reference.com/players/b/busedo01.html"
"Calbert Cheaney","Evansville","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jul 17, 1971","http://www.basketball-reference.com/players/c/cheanca01.html"
"Robert Churchwell","South Bend","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 20, 1972","http://www.basketball-reference.com/players/c/churcro01.html"
"Mike Conley","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 11, 1987","http://www.basketball-reference.com/players/c/conlemi01.html"
"Louie Dampier","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 20, 1944","http://www.basketball-reference.com/players/d/dampilo01.html"
"Jim Davis","Muncie","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Dec 18, 1941","http://www.basketball-reference.com/players/d/davisji01.html"
"Larry Demic","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 27, 1957","http://www.basketball-reference.com/players/d/demicla01.html"
"Clyde Dickey","Fort Wayne","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Dec 14, 1951","http://www.basketball-reference.com/players/d/dickecl01.html"
"Dick Dickey","Grant County","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 26, 1926","http://www.basketball-reference.com/players/d/dickedi01.html"
"Terry Dischinger","Terre Haute","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 21, 1940","http://www.basketball-reference.com/players/d/dischte01.html"
"Steve Downing","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 9, 1950","http://www.basketball-reference.com/players/d/downist01.html"
"Bobby Edmonds","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 8, 1941","http://www.basketball-reference.com/players/e/edmonbo01.html"
"Jay Edwards","Muncie","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jan 3, 1969","http://www.basketball-reference.com/players/e/edwarja02.html"
"Darrell Elston","Tipton","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Aug 15, 1952","http://www.basketball-reference.com/players/e/elstoda01.html"
"Bob Evans","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 31, 1925","http://www.basketball-reference.com/players/e/evansbo01.html"
"Tellis Frank","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Apr 26, 1965","http://www.basketball-reference.com/players/f/frankte01.html"
"Winston Garland","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Dec 19, 1964","http://www.basketball-reference.com/players/g/garlawi01.html"
"Dan Godfread","Fort Wayne","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 14, 1967","http://www.basketball-reference.com/players/g/godfrda01.html"
"Eric Gordon","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Dec 25, 1988","http://www.basketball-reference.com/players/g/gordoer01.html"
"Greg Graham","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 26, 1970","http://www.basketball-reference.com/players/g/grahagr01.html"
"Jim Grandholm","Elkhart","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 4, 1960","http://www.basketball-reference.com/players/g/grandji01.html"
"Scott Haffner","Terre Haute","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 2, 1966","http://www.basketball-reference.com/players/h/haffnsc01.html"
"Jerome Harmon","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 6, 1969","http://www.basketball-reference.com/players/h/harmoje01.html"
"Gary Harris","Fishers","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 14, 1994","http://www.basketball-reference.com/players/h/harriga01.html"
"Gordon Hayward","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 23, 1990","http://www.basketball-reference.com/players/h/haywago01.html"
"Alan Henderson","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Dec 2, 1972","http://www.basketball-reference.com/players/h/hendeal01.html"
"George Hill","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 4, 1986","http://www.basketball-reference.com/players/h/hillge01.html"
"Ron Horn","Marion","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 24, 1938","http://www.basketball-reference.com/players/h/hornro01.html"
"Robbie Hummel","Valparaiso","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 8, 1989","http://www.basketball-reference.com/players/h/hummero01.html"
"Chris Hunter","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jul 7, 1984","http://www.basketball-reference.com/players/h/huntech01.html"
"Ervin Inniger","Berne","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jan 16, 1945","http://www.basketball-reference.com/players/i/inniger01.html"
"Jared Jeffries","Bloomington","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 25, 1981","http://www.basketball-reference.com/players/j/jeffrja01.html"
"JaJuan Johnson","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 8, 1989","http://www.basketball-reference.com/players/j/johnsja02.html"
"Charles Jordan","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jan 31, 1954","http://www.basketball-reference.com/players/j/jordach01.html"
"Bill Keller","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Aug 30, 1947","http://www.basketball-reference.com/players/k/kellebi01.html"
"Shawn Kemp","Elkhart","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 26, 1969","http://www.basketball-reference.com/players/k/kempsh01.html"
"Frank Kendrick","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 11, 1950","http://www.basketball-reference.com/players/k/kendrfr01.html"
"Jimmy King","South Bend","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Aug 9, 1973","http://www.basketball-reference.com/players/k/kingji02.html"
"Leo Klier","Washington","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 21, 1923","http://www.basketball-reference.com/players/k/klierle01.html"
"Reggie Lacefield","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Apr 10, 1945","http://www.basketball-reference.com/players/l/lacefre01.html"
"John Laskowski","South Bend","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 7, 1953","http://www.basketball-reference.com/players/l/laskojo01.html"
"Allen Leavell","Muncie","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 27, 1957","http://www.basketball-reference.com/players/l/leaveal01.html"
"Courtney Lee","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 3, 1985","http://www.basketball-reference.com/players/l/leeco01.html"
"Slick Leonard","Terre Haute","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jul 17, 1932","http://www.basketball-reference.com/players/l/leonasl01.html"
"Goose Ligon","Kokomo","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 22, 1944","http://www.basketball-reference.com/players/l/ligongo01.html"
"John Logan","Richmond","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jan 1, 1921","http://www.basketball-reference.com/players/l/loganjo01.html"
"Willie Long","Fort Wayne","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 1, 1950","http://www.basketball-reference.com/players/l/longwi01.html"
"Clyde Lovellette","Petersburg","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 7, 1929","http://www.basketball-reference.com/players/l/lovelcl01.html"
"Kyle Macy","Fort Wayne","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Apr 9, 1957","http://www.basketball-reference.com/players/m/macyky01.html"
"Dave Magley","South Bend","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 24, 1959","http://www.basketball-reference.com/players/m/magleda01.html"
"Willie McCarter","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jul 26, 1946","http://www.basketball-reference.com/players/m/mccarwi01.html"
"Walter McCarty","Evansville","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 1, 1974","http://www.basketball-reference.com/players/m/mccarwa01.html"
"Mitch McGary","Chesterton","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 6, 1992","http://www.basketball-reference.com/players/m/mcgarmi01.html"
"George McGinnis","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Aug 12, 1950","http://www.basketball-reference.com/players/m/mcginge01.html"
"Jon McGlocklin","Franklin","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 10, 1943","http://www.basketball-reference.com/players/m/mcglojo01.html"
"Roy McPipe","Hammond","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 5, 1950","http://www.basketball-reference.com/players/m/mcpipro01.html"
"Josh McRoberts","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 28, 1987","http://www.basketball-reference.com/players/m/mcrobjo01.html"
"Brad Miller","Fort Wayne","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Apr 12, 1976","http://www.basketball-reference.com/players/m/millebr01.html"
"Eric Montross","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 23, 1971","http://www.basketball-reference.com/players/m/montrer01.html"
"E'Twaun Moore","East Chicago","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 28, 1989","http://www.basketball-reference.com/players/m/mooreet01.html"
"Rick Mount","Lebanon","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jan 5, 1947","http://www.basketball-reference.com/players/m/mountri01.html"
"Lee Nailon","South Bend","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 22, 1975","http://www.basketball-reference.com/players/n/nailole01.html"
"Craig Neal","Muncie","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 16, 1964","http://www.basketball-reference.com/players/n/nealcr01.html"
"Bill Newton","Rockville","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Dec 22, 1950","http://www.basketball-reference.com/players/n/newtobi01.html"
"Gene Ollrich","Whiting","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 30, 1922","http://www.basketball-reference.com/players/o/ollrige01.html"
"Andre Owens","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 31, 1980","http://www.basketball-reference.com/players/o/owensan01.html"
"Wayne Pack","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jul 5, 1950","http://www.basketball-reference.com/players/p/packwa01.html"
"Jack Parkinson","Yorktown","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 4, 1924","http://www.basketball-reference.com/players/p/parkija01.html"
"Mason Plumlee","Fort Wayne","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 5, 1990","http://www.basketball-reference.com/players/p/plumlma01.html"
"Miles Plumlee","Fort Wayne","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 1, 1988","http://www.basketball-reference.com/players/p/plumlmi01.html"
"Kevin Pritchard","Bloomington","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jul 17, 1967","http://www.basketball-reference.com/players/p/pritcke01.html"
"Wayne Radford","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 29, 1956","http://www.basketball-reference.com/players/r/radfowa01.html"
"Zach Randolph","Marion","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jul 16, 1981","http://www.basketball-reference.com/players/r/randoza01.html"
"Sam Ranzino","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 21, 1927","http://www.basketball-reference.com/players/r/ranzisa01.html"
"Jimmy Rayl","Kokomo","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 21, 1941","http://www.basketball-reference.com/players/r/raylji01.html"
"Ron Reed","La Porte","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 2, 1942","http://www.basketball-reference.com/players/r/reedro01.html"
"Bill Roberts","Fort Wayne","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 13, 1925","http://www.basketball-reference.com/players/r/roberbi01.html"
"Glenn Robinson","Gary","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jan 8, 1994","http://www.basketball-reference.com/players/r/robingl02.html"
"Dave Schellhase","Evansville","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 14, 1944","http://www.basketball-reference.com/players/s/schelda01.html"
"Carl Shaeffer","Delphi","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 25, 1924","http://www.basketball-reference.com/players/s/shaefca01.html"
"Billy Shepherd","Bedford","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 18, 1949","http://www.basketball-reference.com/players/s/shephbi01.html"
"Dexter Shouse","Terre Haute","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 24, 1963","http://www.basketball-reference.com/players/s/shousde01.html"
"Jerry Sichting","Martinsville","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Nov 29, 1956","http://www.basketball-reference.com/players/s/sichtje01.html"
"Scott Skiles","LaPorte","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 5, 1964","http://www.basketball-reference.com/players/s/skilesc01.html"
"Daniel Sparks","Bloomington","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Apr 17, 1945","http://www.basketball-reference.com/players/s/sparkda01.html"
"Jim Springer","Roachdale","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 17, 1926","http://www.basketball-reference.com/players/s/sprinji01.html"
"Larry Steele","Greencastle","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","May 5, 1949","http://www.basketball-reference.com/players/s/steella01.html"
"Jeff Teague","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 10, 1988","http://www.basketball-reference.com/players/t/teaguje01.html"
"Marquis Teague","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 28, 1993","http://www.basketball-reference.com/players/t/teaguma01.html"
"Ray Tolbert","Anderson","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 10, 1958","http://www.basketball-reference.com/players/t/tolbera01.html"
"Monte Towe","Marion","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 27, 1953","http://www.basketball-reference.com/players/t/towemo01.html"
"Jack Turner","Bedford","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jun 29, 1930","http://www.basketball-reference.com/players/t/turneja01.html"
"Dick Van Arsdale","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 22, 1943","http://www.basketball-reference.com/players/v/vanardi01.html"
"Tom Van Arsdale","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Feb 22, 1943","http://www.basketball-reference.com/players/v/vanarto01.html"
"Bonzi Wells","Muncie","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Sep 28, 1976","http://www.basketball-reference.com/players/w/wellsbo01.html"
"Bob Wilkerson","Anderson","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Aug 15, 1954","http://www.basketball-reference.com/players/w/wilkebo01.html"
"Bobby Wilson","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Jan 15, 1951","http://www.basketball-reference.com/players/w/wilsobo03.html"
"Stephen Wilson","Richmond","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 16, 1948","http://www.basketball-reference.com/players/w/wilsost01.html"
"Randy Wittman","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 28, 1959","http://www.basketball-reference.com/players/w/wittmra01.html"
"Mike Woodson","Indianapolis","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Mar 24, 1958","http://www.basketball-reference.com/players/w/woodsmi01.html"
"Cody Zeller","Washington","Indiana","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IN","Oct 5, 1992","http://www.basketball-reference.com/players/z/zelleco01.html"
"Harrison Barnes","Ames","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","May 30, 1992","http://www.basketball-reference.com/players/b/barneha02.html"
"Ryan Bowen","Fort Madison","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Nov 20, 1975","http://www.basketball-reference.com/players/b/bowenry01.html"
"Matt Bullard","Des Moines","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Jun 5, 1967","http://www.basketball-reference.com/players/b/bullama01.html"
"Nick Collison","Orange City","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Oct 26, 1980","http://www.basketball-reference.com/players/c/collini01.html"
"Darren Daye","Des Moines","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Nov 30, 1960","http://www.basketball-reference.com/players/d/dayeda01.html"
"Al Eberhard","Cedar Rapids","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","May 10, 1952","http://www.basketball-reference.com/players/e/eberhal01.html"
"Kenny Fields","Iowa City","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Feb 9, 1962","http://www.basketball-reference.com/players/f/fieldke01.html"
"Matt Fish","Washington","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Nov 18, 1969","http://www.basketball-reference.com/players/f/fishma01.html"
"Dick Gibbs","Ames","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Dec 20, 1948","http://www.basketball-reference.com/players/g/gibbsdi01.html"
"Bob Hansen","Des Moines","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Jan 18, 1961","http://www.basketball-reference.com/players/h/hansebo01.html"
"Kirk Hinrich","Sioux City","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Jan 2, 1981","http://www.basketball-reference.com/players/h/hinriki01.html"
"Jon Koncak","Cedar Rapids","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","May 17, 1963","http://www.basketball-reference.com/players/k/koncajo01.html"
"Kevin Kunnert","Dubuque","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Nov 11, 1951","http://www.basketball-reference.com/players/k/kunneke01.html"
"Raef LaFrentz","Hampton","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","May 29, 1976","http://www.basketball-reference.com/players/l/lafrera01.html"
"Loren Meyer","Emmetsburg","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Dec 30, 1972","http://www.basketball-reference.com/players/m/meyerlo01.html"
"Todd Mundt","Iowa City","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","May 17, 1970","http://www.basketball-reference.com/players/m/mundtto01.html"
"Patrick O'Bryant","Oskaloosa","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Jun 20, 1986","http://www.basketball-reference.com/players/o/obryapa01.html"
"Brett Szabo","Postville","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Feb 1, 1968","http://www.basketball-reference.com/players/s/szabobr01.html"
"Murray Wier","Grand View","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Dec 12, 1926","http://www.basketball-reference.com/players/w/wiermu01.html"
"Luke Zeller","Ames","Iowa","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=IA","Apr 7, 1987","http://www.basketball-reference.com/players/z/zellelu01.html"
"Alvan Adams","Lawrence","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Jul 19, 1954","http://www.basketball-reference.com/players/a/adamsal01.html"
"Lucius Allen","Kansas City","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Sep 26, 1947","http://www.basketball-reference.com/players/a/allenlu01.html"
"Ernie Barrett","Pratt","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Aug 27, 1929","http://www.basketball-reference.com/players/b/barreer01.html"
"Greg Dreiling","Wichita","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Nov 7, 1962","http://www.basketball-reference.com/players/d/dreilgr01.html"
"Maurice Evans","Wichita","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Nov 8, 1978","http://www.basketball-reference.com/players/e/evansma01.html"
"Ronald Franz","Kansas City","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Oct 20, 1945","http://www.basketball-reference.com/players/f/franzro01.html"
"Matt Freije","Overland Park","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Oct 2, 1981","http://www.basketball-reference.com/players/f/freijma01.html"
"Leonard Gray","Kansas City","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Dec 19, 1951","http://www.basketball-reference.com/players/g/grayle01.html"
"Adrian Griffin","Wichita","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Jul 4, 1974","http://www.basketball-reference.com/players/g/griffad01.html"
"Scott Hastings","Independence","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Jun 3, 1960","http://www.basketball-reference.com/players/h/hastisc01.html"
"Steve Henson","Junction City","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Feb 2, 1968","http://www.basketball-reference.com/players/h/hensost01.html"
"Steven Hill","Chanute","Kansas","http://www.basketball-reference.com/friv/birthplaces.cgi?country=US&state=KS","Nov 14, 1985","http://www.basketball-reference.com/players/h/hillst01.html"
