City,State,DMA Region,DMA Region Code,Criteria ID
Ferndale,Maryland,"Baltimore, MD",512,9051943
Forestville,Maryland,"Washington, DC (Hagerstown, MD)",511,9051966
Friendly,Maryland,"Washington, DC (Hagerstown, MD)",511,9051998
Garrison,Maryland,"Baltimore, MD",512,9052017
Goddard,Maryland,"Washington, DC (Hagerstown, MD)",511,9052032
Greater Landover,Maryland,"Washington, DC (Hagerstown, MD)",511,9052055
Green Valley,Maryland,"Washington, DC (Hagerstown, MD)",511,9052063
Hancock,Maryland,"Washington, DC (Hagerstown, MD)",511,9052096
Hillcrest Heights,Maryland,"Washington, DC (Hagerstown, MD)",511,9052135
Hillsmere Shores,Maryland,"Baltimore, MD",512,9052138
Joppatowne,Maryland,"Baltimore, MD",512,9052211
Kettering,Maryland,"Washington, DC (Hagerstown, MD)",511,9052230
Kingsville,Maryland,"Baltimore, MD",512,9052242
Lake Arbor,Maryland,"Washington, DC (Hagerstown, MD)",511,9052260
Lake Shore,Maryland,"Baltimore, MD",512,9052273
Lanham-Seabrook,Maryland,"Washington, DC (Hagerstown, MD)",511,9052290
Lansdowne,Maryland,"Baltimore, MD",512,9052291
Largo,Maryland,"Washington, DC (Hagerstown, MD)",511,9052293
Linganore-Bartonsville,Maryland,"Washington, DC (Hagerstown, MD)",511,9052329
Lochearn,Maryland,"Baltimore, MD",512,9052339
Maryland City,Maryland,"Baltimore, MD",512,9052400
Milford Mill,Maryland,"Baltimore, MD",512,9052437
Mitchellville,Maryland,"Washington, DC (Hagerstown, MD)",511,9052457
New Carrollton,Maryland,"Washington, DC (Hagerstown, MD)",511,9052509
North Bethesda,Maryland,"Washington, DC (Hagerstown, MD)",511,9052534
North Kensington,Maryland,"Washington, DC (Hagerstown, MD)",511,9052543
North Laurel,Maryland,"Baltimore, MD",512,9052545
North Potomac,Maryland,"Washington, DC (Hagerstown, MD)",511,9052552
Ocean Pines,Maryland,"Salisbury, MD",576,9052590
Oxon Hill-Glassmanor,Maryland,"Washington, DC (Hagerstown, MD)",511,9052621
Parole,Maryland,"Baltimore, MD",512,9052647
Pylesville,Maryland,"Baltimore, MD",512,9052723
Redland,Maryland,"Washington, DC (Hagerstown, MD)",511,9052736
Riva,Maryland,"Baltimore, MD",512,9052749
Rosaryville,Maryland,"Washington, DC (Hagerstown, MD)",511,9052766
Rossville,Maryland,"Baltimore, MD",512,9052776
Savage,Maryland,"Baltimore, MD",512,9052810
South Kensington,Maryland,"Washington, DC (Hagerstown, MD)",511,9052874
South Laurel,Maryland,"Washington, DC (Hagerstown, MD)",511,9052876
Saint Charles,Maryland,"Washington, DC (Hagerstown, MD)",511,9052911
Thurmont,Maryland,"Washington, DC (Hagerstown, MD)",511,9052984
Travilah,Maryland,"Washington, DC (Hagerstown, MD)",511,9053003
West Laurel,Maryland,"Washington, DC (Hagerstown, MD)",511,9053116
Wheaton-Glenmont,Maryland,"Washington, DC (Hagerstown, MD)",511,9053146
White Oak,Maryland,"Washington, DC (Hagerstown, MD)",511,9053154
Woodlawn,Maryland,"Baltimore, MD",512,9053205
Woodmore,Maryland,"Washington, DC (Hagerstown, MD)",511,9053207
Acton,Maine,"Portland-Auburn, ME",500,1018752
Addison,Maine,"Bangor, ME",537,1018753
Albion,Maine,"Portland-Auburn, ME",500,1018754
Alfred,Maine,"Portland-Auburn, ME",500,1018755
Andover,Maine,"Portland-Auburn, ME",500,1018756
Anson,Maine,"Bangor, ME",537,1018757
Ashland,Maine,"Presque Isle, ME",552,1018758
Athens,Maine,"Bangor, ME",537,1018759
Auburn,Maine,"Portland-Auburn, ME",500,1018760
Augusta,Maine,"Portland-Auburn, ME",500,1018761
Aurora,Maine,"Bangor, ME",537,1018762
Baileyville,Maine,"Bangor, ME",537,1018763
Bangor,Maine,"Bangor, ME",537,1018764
Bar Harbor,Maine,"Bangor, ME",537,1018765
Bar Mills,Maine,"Portland-Auburn, ME",500,1018766
Bass Harbor,Maine,"Bangor, ME",537,1018767
Bath,Maine,"Portland-Auburn, ME",500,1018768
Beals,Maine,"Bangor, ME",537,1018769
Belfast,Maine,"Bangor, ME",537,1018770
Belgrade,Maine,"Portland-Auburn, ME",500,1018771
Benedicta,Maine,"Presque Isle, ME",552,1018772
Bernard,Maine,"Bangor, ME",537,1018773
Berwick,Maine,"Portland-Auburn, ME",500,1018774
Bethel,Maine,"Portland-Auburn, ME",500,1018775
Biddeford,Maine,"Portland-Auburn, ME",500,1018776
Bingham,Maine,"Bangor, ME",537,1018777
Blue Hill,Maine,"Bangor, ME",537,1018778
Boothbay,Maine,"Portland-Auburn, ME",500,1018779
Boothbay Harbor,Maine,"Portland-Auburn, ME",500,1018780
Bowdoinham,Maine,"Portland-Auburn, ME",500,1018781
Bradford,Maine,"Bangor, ME",537,1018782
Bradley,Maine,"Bangor, ME",537,1018783
Bremen,Maine,"Portland-Auburn, ME",500,1018784
Brewer,Maine,"Bangor, ME",537,1018785
Bridgewater,Maine,"Presque Isle, ME",552,1018786
Bridgton,Maine,"Portland-Auburn, ME",500,1018787
Bristol,Maine,"Portland-Auburn, ME",500,1018788
Brooklin,Maine,"Bangor, ME",537,1018789
Brooks,Maine,"Bangor, ME",537,1018790
Brooksville,Maine,"Bangor, ME",537,1018791
Brownfield,Maine,"Portland-Auburn, ME",500,1018792
Brownville,Maine,"Bangor, ME",537,1018793
Brunswick,Maine,"Portland-Auburn, ME",500,1018794
Buckfield,Maine,"Portland-Auburn, ME",500,1018796
Bucksport,Maine,"Bangor, ME",537,1018797
Burnham,Maine,"Bangor, ME",537,1018798
Buxton,Maine,"Portland-Auburn, ME",500,1018799
Calais,Maine,"Bangor, ME",537,1018800
Cambridge,Maine,"Bangor, ME",537,1018801
Camden,Maine,"Portland-Auburn, ME",500,1018802
Canaan,Maine,"Bangor, ME",537,1018803
Canton,Maine,"Portland-Auburn, ME",500,1018804
Cape Elizabeth,Maine,"Portland-Auburn, ME",500,1018805
Cape Porpoise,Maine,"Portland-Auburn, ME",500,1018806
Caratunk,Maine,"Bangor, ME",537,1018807
Caribou,Maine,"Presque Isle, ME",552,1018808
Carmel,Maine,"Bangor, ME",537,1018809
Casco,Maine,"Portland-Auburn, ME",500,1018810
Castine,Maine,"Bangor, ME",537,1018811
Charleston,Maine,"Bangor, ME",537,1018812
Chebeague Island,Maine,"Portland-Auburn, ME",500,1018813
Cherryfield,Maine,"Bangor, ME",537,1018814
Cliff Island,Maine,"Portland-Auburn, ME",500,1018815
Clinton,Maine,"Portland-Auburn, ME",500,1018816
Columbia Falls,Maine,"Bangor, ME",537,1018817
Corinna,Maine,"Bangor, ME",537,1018818
Corinth,Maine,"Bangor, ME",537,1018819
Cornish,Maine,"Portland-Auburn, ME",500,1018820
Cranberry Isles,Maine,"Bangor, ME",537,1018821
Cumberland Center,Maine,"Portland-Auburn, ME",500,1018822
Cushing,Maine,"Portland-Auburn, ME",500,1018823
Cutler,Maine,"Bangor, ME",537,1018824
Damariscotta,Maine,"Portland-Auburn, ME",500,1018825
Danforth,Maine,"Bangor, ME",537,1018826
Deer Isle,Maine,"Bangor, ME",537,1018827
Denmark,Maine,"Portland-Auburn, ME",500,1018828
Dennysville,Maine,"Bangor, ME",537,1018829
Detroit,Maine,"Bangor, ME",537,1018830
Dexter,Maine,"Bangor, ME",537,1018831
Dixfield,Maine,"Portland-Auburn, ME",500,1018832
Dover-Foxcroft,Maine,"Bangor, ME",537,1018833
Dresden,Maine,"Portland-Auburn, ME",500,1018834
Durham,Maine,"Portland-Auburn, ME",500,1018835
Eagle Lake,Maine,"Presque Isle, ME",552,1018836
East Baldwin,Maine,"Portland-Auburn, ME",500,1018837
East Boothbay,Maine,"Portland-Auburn, ME",500,1018838
East Machias,Maine,"Bangor, ME",537,1018839
East Millinocket,Maine,"Bangor, ME",537,1018840
East Vassalboro,Maine,"Portland-Auburn, ME",500,1018841
East Waterboro,Maine,"Portland-Auburn, ME",500,1018842
Easton,Maine,"Presque Isle, ME",552,1018843
Eastport,Maine,"Bangor, ME",537,1018844
Eddington,Maine,"Bangor, ME",537,1018845
Edgecomb,Maine,"Portland-Auburn, ME",500,1018846
Eliot,Maine,"Portland-Auburn, ME",500,1018847
Ellsworth,Maine,"Bangor, ME",537,1018848
Etna,Maine,"Bangor, ME",537,1018849
Exeter,Maine,"Bangor, ME",537,1018850
Fairfield,Maine,"Bangor, ME",537,1018851
Falmouth,Maine,"Portland-Auburn, ME",500,1018852
Farmingdale,Maine,"Portland-Auburn, ME",500,1018853
Farmington,Maine,"Portland-Auburn, ME",500,1018854
Frankfort,Maine,"Bangor, ME",537,1018855
Franklin,Maine,"Bangor, ME",537,1018856
Freeport,Maine,"Portland-Auburn, ME",500,1018857
Frenchboro,Maine,"Bangor, ME",537,1018858
Frenchville,Maine,"Presque Isle, ME",552,1018859
Friendship,Maine,"Portland-Auburn, ME",500,1018860
Fryeburg,Maine,"Portland-Auburn, ME",500,1018861
Fort Fairfield,Maine,"Presque Isle, ME",552,1018862
Fort Kent,Maine,"Presque Isle, ME",552,1018863
Gardiner,Maine,"Portland-Auburn, ME",500,1018864
Garland,Maine,"Bangor, ME",537,1018865
Georgetown,Maine,"Portland-Auburn, ME",500,1018866
Glen Cove,Maine,"Portland-Auburn, ME",500,1018867
Gorham,Maine,"Portland-Auburn, ME",500,1018868
Gouldsboro,Maine,"Bangor, ME",537,1018869
Grand Isle,Maine,"Presque Isle, ME",552,1018870
Grand Lake Stream,Maine,"Bangor, ME",537,1018871
Gray,Maine,"Portland-Auburn, ME",500,1018872
Greenbush,Maine,"Bangor, ME",537,1018873
Greene,Maine,"Portland-Auburn, ME",500,1018874
Greenville,Maine,"Bangor, ME",537,1018875
Guilford,Maine,"Bangor, ME",537,1018876
Hallowell,Maine,"Portland-Auburn, ME",500,1018877
Hampden,Maine,"Bangor, ME",537,1018878
Hancock,Maine,"Bangor, ME",537,1018879
Harmony,Maine,"Bangor, ME",537,1018880
Harpswell,Maine,"Portland-Auburn, ME",500,1018881
Harrington,Maine,"Bangor, ME",537,1018882
Harrison,Maine,"Portland-Auburn, ME",500,1018883
Hartland,Maine,"Bangor, ME",537,1018884
Hebron,Maine,"Portland-Auburn, ME",500,1018885
Hinckley,Maine,"Bangor, ME",537,1018886
Hiram,Maine,"Portland-Auburn, ME",500,1018887
Holden,Maine,"Bangor, ME",537,1018888
Hollis,Maine,"Portland-Auburn, ME",500,1018889
Hope,Maine,"Portland-Auburn, ME",500,1018890
Houlton,Maine,"Presque Isle, ME",552,1018891
Howland,Maine,"Bangor, ME",537,1018892
Hudson,Maine,"Bangor, ME",537,1018893
Island Falls,Maine,"Presque Isle, ME",552,1018894
Isle au Haut,Maine,"Portland-Auburn, ME",500,1018895
Islesboro,Maine,"Bangor, ME",537,1018896
Islesford,Maine,"Bangor, ME",537,1018897
Jackman,Maine,"Bangor, ME",537,1018898
Jay,Maine,"Portland-Auburn, ME",500,1018899
Jefferson,Maine,"Portland-Auburn, ME",500,1018900
Jonesboro,Maine,"Bangor, ME",537,1018901
Jonesport,Maine,"Bangor, ME",537,1018902
Kenduskeag,Maine,"Bangor, ME",537,1018903
Kennebunk,Maine,"Portland-Auburn, ME",500,1018904
Kennebunkport,Maine,"Portland-Auburn, ME",500,1018905
Kents Hill,Maine,"Portland-Auburn, ME",500,1018906
Kingfield,Maine,"Portland-Auburn, ME",500,1018907
Kittery,Maine,"Portland-Auburn, ME",500,1018909
Kittery Point,Maine,"Portland-Auburn, ME",500,1018910
Lagrange,Maine,"Bangor, ME",537,1018911
Lebanon,Maine,"Portland-Auburn, ME",500,1018912
Lee,Maine,"Bangor, ME",537,1018913
Leeds,Maine,"Portland-Auburn, ME",500,1018914
Levant,Maine,"Bangor, ME",537,1018915
Lewiston,Maine,"Portland-Auburn, ME",500,1018916
Liberty,Maine,"Bangor, ME",537,1018917
Limerick,Maine,"Portland-Auburn, ME",500,1018918
Limestone,Maine,"Presque Isle, ME",552,1018919
Limington,Maine,"Portland-Auburn, ME",500,1018920
Lincoln,Maine,"Bangor, ME",537,1018921
Lincolnville,Maine,"Bangor, ME",537,1018922
Lisbon,Maine,"Portland-Auburn, ME",500,1018923
Lisbon Falls,Maine,"Portland-Auburn, ME",500,1018924
Livermore,Maine,"Portland-Auburn, ME",500,1018925
Livermore Falls,Maine,"Portland-Auburn, ME",500,1018926
Long Island,Maine,"Portland-Auburn, ME",500,1018927
Lovell,Maine,"Portland-Auburn, ME",500,1018928
Lubec,Maine,"Bangor, ME",537,1018929
Machias,Maine,"Bangor, ME",537,1018930
Machiasport,Maine,"Bangor, ME",537,1018931
Madawaska,Maine,"Presque Isle, ME",552,1018932
Madison,Maine,"Bangor, ME",537,1018933
Manchester,Maine,"Portland-Auburn, ME",500,1018934
Mapleton,Maine,"Presque Isle, ME",552,1018935
Mars Hill,Maine,"Presque Isle, ME",552,1018936
Mattawamkeag,Maine,"Bangor, ME",537,1018938
Mechanic Falls,Maine,"Portland-Auburn, ME",500,1018939
Medway,Maine,"Bangor, ME",537,1018940
Mexico,Maine,"Portland-Auburn, ME",500,1018941
Milbridge,Maine,"Bangor, ME",537,1018942
Milford,Maine,"Bangor, ME",537,1018943
Millinocket,Maine,"Bangor, ME",537,1018944
Milo,Maine,"Bangor, ME",537,1018945
Minot,Maine,"Portland-Auburn, ME",500,1018946
Monhegan,Maine,"Portland-Auburn, ME",500,1018947
Monmouth,Maine,"Portland-Auburn, ME",500,1018948
Monroe,Maine,"Bangor, ME",537,1018949
Monson,Maine,"Bangor, ME",537,1018950
Monticello,Maine,"Presque Isle, ME",552,1018951
Morrill,Maine,"Bangor, ME",537,1018952
Mount Desert,Maine,"Bangor, ME",537,1018953
Mount Vernon,Maine,"Portland-Auburn, ME",500,1018954
Naples,Maine,"Portland-Auburn, ME",500,1018955
New Gloucester,Maine,"Portland-Auburn, ME",500,1018956
New Harbor,Maine,"Portland-Auburn, ME",500,1018957
New Portland,Maine,"Bangor, ME",537,1018958
New Sharon,Maine,"Portland-Auburn, ME",500,1018959
New Sweden,Maine,"Presque Isle, ME",552,1018960
New Vineyard,Maine,"Portland-Auburn, ME",500,1018961
Newcastle,Maine,"Portland-Auburn, ME",500,1018962
Newfield,Maine,"Portland-Auburn, ME",500,1018963
Newport,Maine,"Bangor, ME",537,1018964
Nobleboro,Maine,"Portland-Auburn, ME",500,1018965
Norridgewock,Maine,"Bangor, ME",537,1018966
North Anson,Maine,"Bangor, ME",537,1018967
North Berwick,Maine,"Portland-Auburn, ME",500,1018968
North Bridgton,Maine,"Portland-Auburn, ME",500,1018969
North Haven,Maine,"Portland-Auburn, ME",500,1018970
North Jay,Maine,"Portland-Auburn, ME",500,1018971
North Monmouth,Maine,"Portland-Auburn, ME",500,1018972
North New Portland,Maine,"Bangor, ME",537,1018973
North Yarmouth,Maine,"Portland-Auburn, ME",500,1018974
Northeast Harbor,Maine,"Bangor, ME",537,1018975
Norway,Maine,"Portland-Auburn, ME",500,1018976
Oakfield,Maine,"Presque Isle, ME",552,1018977
Oakland,Maine,"Portland-Auburn, ME",500,1018978
Ogunquit,Maine,"Portland-Auburn, ME",500,1018979
Olamon,Maine,"Bangor, ME",537,1018980
Old Orchard Beach,Maine,"Portland-Auburn, ME",500,1018981
Old Town,Maine,"Bangor, ME",537,1018982
Orland,Maine,"Bangor, ME",537,1018983
Orono,Maine,"Bangor, ME",537,1018984
Orrington,Maine,"Bangor, ME",537,1018985
Orr s Island,Maine,"Portland-Auburn, ME",500,1018986
Otter Creek,Maine,"Bangor, ME",537,1018987
Owls Head,Maine,"Portland-Auburn, ME",500,1018988
Oxford,Maine,"Portland-Auburn, ME",500,1018989
Palermo,Maine,"Bangor, ME",537,1018990
Palmyra,Maine,"Bangor, ME",537,1018991
Paris,Maine,"Portland-Auburn, ME",500,1018992
Parsonsfield,Maine,"Portland-Auburn, ME",500,1018993
Patten,Maine,"Bangor, ME",537,1018994
Peaks Island,Maine,"Portland-Auburn, ME",500,1018995
Pembroke,Maine,"Bangor, ME",537,1018997
Penobscot,Maine,"Bangor, ME",537,1018998
Perry,Maine,"Bangor, ME",537,1018999
Peru,Maine,"Portland-Auburn, ME",500,1019000
Phillips,Maine,"Portland-Auburn, ME",500,1019001
Phippsburg,Maine,"Portland-Auburn, ME",500,1019002
Pittsfield,Maine,"Bangor, ME",537,1019003
Poland,Maine,"Portland-Auburn, ME",500,1019004
Porter,Maine,"Portland-Auburn, ME",500,1019005
Portland,Maine,"Portland-Auburn, ME",500,1019006
Pownal,Maine,"Portland-Auburn, ME",500,1019007
Presque Isle,Maine,"Presque Isle, ME",552,1019008
Princeton,Maine,"Bangor, ME",537,1019009
Randolph,Maine,"Portland-Auburn, ME",500,1019010
Rangeley,Maine,"Portland-Auburn, ME",500,1019011
Raymond,Maine,"Portland-Auburn, ME",500,1019012
Readfield,Maine,"Portland-Auburn, ME",500,1019013
Richmond,Maine,"Portland-Auburn, ME",500,1019014
Robbinston,Maine,"Bangor, ME",537,1019015
Rockland,Maine,"Portland-Auburn, ME",500,1019016
Rockport,Maine,"Portland-Auburn, ME",500,1019017
Rockwood,Maine,"Bangor, ME",537,1019018
Rumford,Maine,"Portland-Auburn, ME",500,1019019
Sabattus,Maine,"Portland-Auburn, ME",500,1019020
Saco,Maine,"Portland-Auburn, ME",500,1019021
Salsbury Cove,Maine,"Bangor, ME",537,1019022
Sandy Point,Maine,"Bangor, ME",537,1019023
Sanford,Maine,"Portland-Auburn, ME",500,1019024
Sangerville,Maine,"Bangor, ME",537,1019025
Scarborough,Maine,"Portland-Auburn, ME",500,1019026
Seal Harbor,Maine,"Bangor, ME",537,1019027
Searsmont,Maine,"Bangor, ME",537,1019028
Searsport,Maine,"Bangor, ME",537,1019029
Sebago,Maine,"Portland-Auburn, ME",500,1019030
Sebec,Maine,"Bangor, ME",537,1019031
Sedgwick,Maine,"Bangor, ME",537,1019032
Shapleigh,Maine,"Portland-Auburn, ME",500,1019033
Sherman Station,Maine,"Bangor, ME",537,1019034
Shirley Mills,Maine,"Bangor, ME",537,1019035
Sinclair,Maine,"Presque Isle, ME",552,1019036
Skowhegan,Maine,"Bangor, ME",537,1019037
Smithfield,Maine,"Bangor, ME",537,1019038
Soldier Pond,Maine,"Presque Isle, ME",552,1019039
Solon,Maine,"Bangor, ME",537,1019040
South Berwick,Maine,"Portland-Auburn, ME",500,1019041
South Bristol,Maine,"Portland-Auburn, ME",500,1019042
South China,Maine,"Portland-Auburn, ME",500,1019043
South Gardiner,Maine,"Portland-Auburn, ME",500,1019044
South Paris,Maine,"Portland-Auburn, ME",500,1019045
South Portland,Maine,"Portland-Auburn, ME",500,1019046
South Thomaston,Maine,"Portland-Auburn, ME",500,1019047
Southport,Maine,"Portland-Auburn, ME",500,1019048
Southwest Harbor,Maine,"Bangor, ME",537,1019049
Springfield,Maine,"Bangor, ME",537,1019050
Springvale,Maine,"Portland-Auburn, ME",500,1019051
Saint Agatha,Maine,"Presque Isle, ME",552,1019052
Saint Albans,Maine,"Bangor, ME",537,1019053
Saint Francis,Maine,"Presque Isle, ME",552,1019054
Standish,Maine,"Portland-Auburn, ME",500,1019055
Stetson,Maine,"Bangor, ME",537,1019056
Steuben,Maine,"Bangor, ME",537,1019057
Stockholm,Maine,"Presque Isle, ME",552,1019058
Stockton Springs,Maine,"Bangor, ME",537,1019059
Stonington,Maine,"Bangor, ME",537,1019060
Stratton,Maine,"Portland-Auburn, ME",500,1019061
Strong,Maine,"Portland-Auburn, ME",500,1019062
Sullivan,Maine,"Bangor, ME",537,1019063
Sumner,Maine,"Portland-Auburn, ME",500,1019064
Sunset,Maine,"Bangor, ME",537,1019065
Surry,Maine,"Bangor, ME",537,1019066
Swans Island,Maine,"Bangor, ME",537,1019067
Tenants Harbor,Maine,"Portland-Auburn, ME",500,1019068
Thomaston,Maine,"Portland-Auburn, ME",500,1019069
Thorndike,Maine,"Bangor, ME",537,1019070
Topsfield,Maine,"Bangor, ME",537,1019071
Topsham,Maine,"Portland-Auburn, ME",500,1019072
Troy,Maine,"Bangor, ME",537,1019073
Turner,Maine,"Portland-Auburn, ME",500,1019074
Union,Maine,"Portland-Auburn, ME",500,1019075
Unity,Maine,"Bangor, ME",537,1019076
Van Buren,Maine,"Presque Isle, ME",552,1019077
Vanceboro,Maine,"Bangor, ME",537,1019078
Vassalboro,Maine,"Portland-Auburn, ME",500,1019079
Vinalhaven,Maine,"Portland-Auburn, ME",500,1019080
Waldoboro,Maine,"Portland-Auburn, ME",500,1019081
Warren,Maine,"Portland-Auburn, ME",500,1019082
Washburn,Maine,"Presque Isle, ME",552,1019083
Washington,Maine,"Portland-Auburn, ME",500,1019084
Waterboro,Maine,"Portland-Auburn, ME",500,1019085
Waterford,Maine,"Portland-Auburn, ME",500,1019086
Waterville,Maine,"Portland-Auburn, ME",500,1019087
Wayne,Maine,"Portland-Auburn, ME",500,1019088
Weld,Maine,"Portland-Auburn, ME",500,1019089
Wells,Maine,"Portland-Auburn, ME",500,1019090
Wesley,Maine,"Bangor, ME",537,1019091
West Baldwin,Maine,"Portland-Auburn, ME",500,1019092
West Enfield,Maine,"Bangor, ME",537,1019093
West Kennebunk,Maine,"Portland-Auburn, ME",500,1019094
West Newfield,Maine,"Portland-Auburn, ME",500,1019095
West Paris,Maine,"Portland-Auburn, ME",500,1019096
Westbrook,Maine,"Portland-Auburn, ME",500,1019097
Whitefield,Maine,"Portland-Auburn, ME",500,1019098
Whiting,Maine,"Bangor, ME",537,1019099
Wilton,Maine,"Portland-Auburn, ME",500,1019100
Windham,Maine,"Portland-Auburn, ME",500,1019101
Windsor,Maine,"Portland-Auburn, ME",500,1019102
Winter Harbor,Maine,"Bangor, ME",537,1019103
Winterport,Maine,"Bangor, ME",537,1019104
Winthrop,Maine,"Portland-Auburn, ME",500,1019105
Wiscasset,Maine,"Portland-Auburn, ME",500,1019106
Woolwich,Maine,"Portland-Auburn, ME",500,1019107
Wytopitlock,Maine,"Presque Isle, ME",552,1019108
Yarmouth,Maine,"Portland-Auburn, ME",500,1019109
York,Maine,"Portland-Auburn, ME",500,1019110
Bar Harbor,Maine,"Bangor, ME",537,9051547
Boothbay Harbor,Maine,"Portland-Auburn, ME",500,9051621
Brunswick,Maine,"Portland-Auburn, ME",500,9051660
Camden,Maine,"Portland-Auburn, ME",500,9051680
China,Maine,"Portland-Auburn, ME",500,9051731
Cumberland,Maine,"Portland-Auburn, ME",500,9051797
Dexter,Maine,"Bangor, ME",537,9051834
Dover-Foxcroft,Maine,"Bangor, ME",537,9051842
Farmington,Maine,"Portland-Auburn, ME",500,9051934
Fort Kent,Maine,"Presque Isle, ME",552,9051973
Freeport,Maine,"Portland-Auburn, ME",500,9051994
Gorham,Maine,"Portland-Auburn, ME",500,9052042
Hampden,Maine,"Bangor, ME",537,9052089
Hermon,Maine,"Bangor, ME",537,9052123
Houlton,Maine,"Presque Isle, ME",552,9052165
Kennebunk,Maine,"Portland-Auburn, ME",500,9052224
Kennebunkport,Maine,"Portland-Auburn, ME",500,9052225
Kittery,Maine,"Portland-Auburn, ME",500,9052247
Lincoln,Maine,"Bangor, ME",537,9052321
Madawaska,Maine,"Presque Isle, ME",552,9052365
Norridgewock,Maine,"Bangor, ME",537,9052529
North Berwick,Maine,"Portland-Auburn, ME",500,9052533
Norway,Maine,"Portland-Auburn, ME",500,9052574
Oakland,Maine,"Portland-Auburn, ME",500,9052584
Orono,Maine,"Bangor, ME",537,9052609
Oxford,Maine,"Portland-Auburn, ME",500,9052617
Pittsfield,Maine,"Bangor, ME",537,9052677
Rumford,Maine,"Portland-Auburn, ME",500,9052786
Sanford,Maine,"Portland-Auburn, ME",500,9052805
Scarborough,Maine,"Portland-Auburn, ME",500,9052812
Skowhegan,Maine,"Bangor, ME",537,9052855
Topsham,Maine,"Portland-Auburn, ME",500,9052996
Unity,Maine,"Bangor, ME",537,9053024
Waldoboro,Maine,"Portland-Auburn, ME",500,9053068
Winslow,Maine,"Portland-Auburn, ME",500,9053186
Winterport,Maine,"Bangor, ME",537,9053187
Winthrop,Maine,"Portland-Auburn, ME",500,9053189
Yarmouth,Maine,"Portland-Auburn, ME",500,9053222
Addison,Michigan,"Toledo, OH",547,1019112
Adrian,Michigan,"Toledo, OH",547,1019113
Alanson,Michigan,"Traverse City-Cadillac, MI",540,1019114
Alba,Michigan,"Traverse City-Cadillac, MI",540,1019115
Albion,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019116
Alger,Michigan,"Flint-Saginaw-Bay City, MI",513,1019117
Algonac,Michigan,"Detroit, MI",505,1019118
Allegan,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019119
Allen Park,Michigan,"Detroit, MI",505,1019120
Allendale,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019121
Alma,Michigan,"Flint-Saginaw-Bay City, MI",513,1019122
Almont,Michigan,"Detroit, MI",505,1019123
Alpena,Michigan,"Alpena, MI",583,1019124
Alto,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019125
Ann Arbor,Michigan,"Detroit, MI",505,1019126
Applegate,Michigan,"Detroit, MI",505,1019127
Armada,Michigan,"Detroit, MI",505,1019128
Ashley,Michigan,"Flint-Saginaw-Bay City, MI",513,1019129
Atlanta,Michigan,"Traverse City-Cadillac, MI",540,1019130
Au Gres,Michigan,"Flint-Saginaw-Bay City, MI",513,1019131
Auburn,Michigan,"Flint-Saginaw-Bay City, MI",513,1019132
Auburn Hills,Michigan,"Detroit, MI",505,1019133
Augusta,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019134
Avoca,Michigan,"Detroit, MI",505,1019135
Azalia,Michigan,"Detroit, MI",505,1019136
Bad Axe,Michigan,"Flint-Saginaw-Bay City, MI",513,1019137
Baldwin,Michigan,"Traverse City-Cadillac, MI",540,1019138
Bangor,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019139
Baraga,Michigan,"Marquette, MI",553,1019140
Baroda,Michigan,"South Bend-Elkhart, IN",588,1019141
Barton City,Michigan,"Alpena, MI",583,1019142
Bath Township,Michigan,"Lansing, MI",551,1019143
Battle Creek,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019144
Bay City,Michigan,"Flint-Saginaw-Bay City, MI",513,1019145
Bay Shore,Michigan,"Traverse City-Cadillac, MI",540,1019146
Bear Lake,Michigan,"Traverse City-Cadillac, MI",540,1019147
Beaver Island,Michigan,"Traverse City-Cadillac, MI",540,1019148
Beaverton,Michigan,"Flint-Saginaw-Bay City, MI",513,1019149
Belding,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019150
Bellaire,Michigan,"Traverse City-Cadillac, MI",540,1019151
Belleville,Michigan,"Detroit, MI",505,1019152
Belmont,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019153
Bentley,Michigan,"Flint-Saginaw-Bay City, MI",513,1019154
Benton Harbor,Michigan,"South Bend-Elkhart, IN",588,1019155
Benzonia,Michigan,"Traverse City-Cadillac, MI",540,1019156
Berkley,Michigan,"Detroit, MI",505,1019158
Berrien Springs,Michigan,"South Bend-Elkhart, IN",588,1019159
Beulah,Michigan,"Traverse City-Cadillac, MI",540,1019160
Big Rapids,Michigan,"Traverse City-Cadillac, MI",540,1019161
Birch Run,Michigan,"Flint-Saginaw-Bay City, MI",513,1019162
Birmingham,Michigan,"Detroit, MI",505,1019163
Blanchard,Michigan,"Flint-Saginaw-Bay City, MI",513,1019164
Blissfield,Michigan,"Toledo, OH",547,1019165
Bloomfield Hills,Michigan,"Detroit, MI",505,1019166
Bloomingdale,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",563,1019167
