"host","brand","gender","color","bcl0","bcl1","bcl2","bcl3","bcl4","lcat1","lcat0","name","fname","lname0","lname1","lname2"
"www.macys.com","new era","kids","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Kid's","Kid's","tampa bay buccaneers baycik 9fifty snapback cap","tampa","cap","snapback","snapback cap"
"www.lazada.com.my","callaway","","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Golf Accessories","Callaway Golf Accessories","import japan tour weather cap","import","cap","weather","weather cap"
"www.marksandspencer.com","marks and spencer","men","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Smart Shoes","toe cap brogue shoes","toe","shoes","brogue","brogue shoes"
"www.marksandspencer.com","marks and spencer","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Smart Shoes","big tall extra wide fit toe cap shoes","big","shoes","cap","cap shoes"
"www.flipkart.com","innovationthestore","kids","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Caps","InnovationTheStore Caps","self design skull cap","self","cap","skull","skull cap"
"www.flipkart.com","innovationthestore","kids","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Caps","InnovationTheStore Caps","self design skull cap","self","cap","skull","skull cap"
"www.flipkart.com","innovationthestore","kids","","Home","Fashion","Fashion accessories","Headwear","Caps","Caps","InnovationTheStore Caps","solid safari cap","solid","cap","safari","safari cap"
"www.macys.com","johnston & murphy","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Johnston & Murphy","ston murphy clayton cap toe lace shoes","ston","shoes","lace","lace shoes"
"www.macys.com","johnston & murphy","men","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Johnston & Murphy","ston murphy clayton cap toe lace shoes","ston","shoes","lace","lace shoes"
"www.macys.com","calvin klein","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Men's Designer Shoes","carlton cap toe s","carlton","s","toe","toe s"
"www.macys.com","aline","women","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Women","NY Collection","ny collection dress cap sleeve belted line","ny","line","belted","belted line"
"www.macys.com","johnston & murphy","men","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Johnston & Murphy","ston murphy conard cap toe s","ston","s","toe","toe s"
"www.lazada.com.ph","titleist","","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Golf Accessories","Titleist Golf Accessories","straw hat cap","straw","cap","hat","hat cap"
"www.macys.com","johnston & murphy","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Johnston & Murphy","ston murphy albright cap toe lace shoes","ston","shoes","lace","lace shoes"
"www.newlook.com","","men","","Home","Fashion","Fashion accessories","Headwear","Caps","Shoe Gallery","View All Shoes","stone tte toe cap plimolls","stone","plimolls","cap","cap plimolls"
"www.macys.com","impulse","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Impulse Contemporary Clothing","MADE","fashion week cap sleeve lace yoke pleated dress","fashion","dress","pleated","pleated dress"
"www.newlook.com","","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoe Gallery","View All Shoes","contrast patent toe cap poed court shoes","contrast","shoes","court","court shoes"
"www.macys.com","","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Bostonian","bostonian akron cap toe blucher s","bostonian","s","blucher","blucher s"
"www.macys.com","florsheim","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Florsheim","jet cap toe lace shoes","jet","shoes","lace","lace shoes"
"www.macys.com","florsheim","men","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Florsheim","jet cap toe lace shoes","jet","shoes","lace","lace shoes"
"www.macys.com","florsheim","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Florsheim","lexington cap toe s","lexington","s","toe","toe s"
"www.macys.com","johnston & murphy","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Johnston & Murphy","ston murphy birchett cap toe lace shoes","ston","shoes","lace","lace shoes"
"www.macys.com","johnston & murphy","men","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Johnston & Murphy","ston murphy kland cap toe lace shoes","ston","shoes","lace","lace shoes"
"www.macys.com","clarks","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Clarks","delsin view cap toe s","delsin","s","toe","toe s"
"www.macys.com","johnston & murphy","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Johnston & Murphy","ston murphy tillman waterproof cap toe s","ston","s","toe","toe s"
"www.macys.com","rockport","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Rockport","castleton cap toe shoes","castleton","shoes","toe","toe shoes"
"www.macys.com","kenneth cole","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Kenneth Cole","reaction cap py days slip dress loafers","reaction","loafers","dress","dress loafers"
"www.bidorbuy.co.za","silver's","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Findings","Bead Caps","alloy bead caps antue","alloy","antue","caps","caps antue"
"www.bloomingdales.com","john varvatos star usa","men","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Men","double cap toe s","double","s","toe","toe s"
"www.bloomingdales.com","bruno magli","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Men","maioco cap toe s","maioco","s","toe","toe s"
"www.bidorbuy.co.za","logo","women","white","Home","Fashion","Fashion accessories","Headwear","Caps","Hunting","Apparel","scent lok cap","scent","cap","lok","lok cap"
"www.bloomingdales.com","","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Men","gordon rush copley double monkstrap cap toe s","gordon","s","toe","toe s"
"www.bloomingdales.com","cole haan","men","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","Oxfords","lenox hill cap toe s","lenox","s","toe","toe s"
"www.bloomingdales.com","to boot new york","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Shoes","All Shoes","boot aidan cap toe s","boot","s","toe","toe s"
"www.bloomingdales.com","allen edmonds","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Men","pa avenue cap toe s","pa","s","toe","toe s"
"www.bloomingdales.com","","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Women","bailey 44 dress juxtaposition cap sleeve drop waist pr","bailey","pr","waist","waist pr"
"www.bloomingdales.com","aq/aq","kids","black","Home","Fashion","Fashion accessories","Headwear","Caps","Kids","Kids","aqua girls eyelet cap sleeve dress sizes xl","aqua","xl","sizes","sizes xl"
"www.bloomingdales.com","anne klein","women","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Women","dress cap sleeve texture knit belted swing","dress","swing","belted","belted swing"
"www.bidorbuy.co.za","","","silver","Home","Fashion","Fashion accessories","Headwear","Caps","Findings","Bead Caps","nickel beadcaps 200pc cheap courier deli","nickel","deli","courier","courier deli"
"www.amazon.co.uk","bench","women","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","karson beanie","karson","beanie","karson","karson beanie"
"www.amazon.co.uk","mitchell & ness","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","mitchell ness nba los angeles clippers nu snapback cap kappe","mitchell","kappe","cap","cap kappe"
"www.amazon.co.uk","nike","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","tech blank cap","tech","cap","blank","blank cap"
"www.amazon.co.uk","","kids","violet","Home","Fashion","Fashion accessories","Headwear","Caps","Boys","Caps","eastlion 6 1 thermal hat bike wind stopper face mask new caps neck warmer 1pcs","eastlion","1pcs","warmer","warmer 1pcs"
"www.amazon.co.uk","","kids","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Boys","Caps","two tone snapback baseball flat cap","two","cap","flat","flat cap"
"www.amazon.co.uk","","kids","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Caps","t wer neck warmer polar fleece hat cap outdoor sports","t","sports","outdoor","outdoor sports"
"www.amazon.co.uk","","kids","violet","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Caps","t wer neck warmer polar fleece hat cap outdoor sports","t","sports","outdoor","outdoor sports"
"www.amazon.co.uk","","kids","red","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Caps","t wer neck warmer polar fleece hat cap outdoor sports","t","sports","outdoor","outdoor sports"
"www.amazon.co.uk","","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","animal world lab adjustable baseball cap","animal","cap","baseball","baseball cap"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","animal world coonhound adjustable baseball cap","animal","cap","baseball","baseball cap"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","animal world cat face adjustable baseball cap","animal","cap","baseball","baseball cap"
"www.amazon.co.uk","","kids","red","Home","Fashion","Fashion accessories","Headwear","Caps","Boys","Caps","jamaica flag embroidery cap flat brim baseball hat","jamaica","hat","baseball","baseball hat"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","animal world chihuahua adjustable baseball cap","animal","cap","baseball","baseball cap"
"www.amazon.co.uk","","men","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","animal world chocolate cocker spaniel adjustable baseball cap","animal","cap","baseball","baseball cap"
"www.amazon.co.uk","","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","mens embroider design adjustable baseball caps bear animal casual wo leisure sports","mens","sports","leisure","leisure sports"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","animal world english sper spaniel adjustable baseball cap","animal","cap","baseball","baseball cap"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","animal world hungarian kuvasz adjustable baseball cap","animal","cap","baseball","baseball cap"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","animal world dachshund adjustable baseball cap","animal","cap","baseball","baseball cap"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Caps","daiwa fishing cap","daiwa","cap","fishing","fishing cap"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Caps","daiwa fishing cap","daiwa","cap","fishing","fishing cap"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","born fish forced wo cap","born","cap","wo","wo cap"
"www.amazon.co.uk","","","white","Home","Fashion","Fashion accessories","Headwear","Caps","AN","AN","itary bdu patrol cap army baseball field hat ripstop","itary","ripstop","hat","hat ripstop"
"www.amazon.co.uk","","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","AN","AN","itary bdu patrol cap army baseball field hat ripstop","itary","ripstop","hat","hat ripstop"
"www.amazon.co.uk","","","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","AN","AN","itary bdu patrol cap army baseball field hat ripstop yet reviewed","itary","reviewed","yet","yet reviewed"
"www.amazon.co.uk","under armour","women","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","armour cc storm beanie hat","armour","hat","beanie","beanie hat"
"www.amazon.co.uk","under armour","women","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","armour cc storm beanie hat","armour","hat","beanie","beanie hat"
"www.amazon.co.uk","puma","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","2013 reversible beanie golf hat","2013","hat","golf","golf hat"
"www.amazon.co.uk","vans","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","mismoedig beanie","mismoedig","beanie","mismoedig","mismoedig beanie"
"www.amazon.co.uk","vans","men","violet","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","mismoedig beanie","mismoedig","beanie","mismoedig","mismoedig beanie"
"www.amazon.co.uk","vans","men","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","mismoedig beanie","mismoedig","beanie","mismoedig","mismoedig beanie"
"www.amazon.co.uk","roxy","women","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","beanie shootin beanie","beanie","beanie","shootin","shootin beanie"
"www.amazon.co.uk","vision","kids","green","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Caps","ultra bright 4 led hands free lighted cap 48 lumens lights structured cap visor adjustable hook loop tape closure hunting camping grilling jogging walking handyman woing auto repair bonus jumbl handyman multi head lighted screwdriver","ultra","screwdriver","lighted","lighted screwdriver"
"www.amazon.co.uk","vision","kids","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Caps","ultra bright 4 led hands free lighted cap 48 lumens lights structured cap visor adjustable hook loop tape closure hunting camping grilling jogging walking handyman woing auto repair bonus jumbl handyman multi head lighted screwdriver","ultra","screwdriver","lighted","lighted screwdriver"
"www.amazon.co.uk","canada goose","","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Skiing","Clothing","merino watch cap","merino","cap","watch","watch cap"
"www.amazon.co.uk","","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Helmets & Accessories","Allround Helmets","cycling beanie cycle helmet cap thermal running hat skull cap head warmer","cycling","warmer","head","head warmer"
"www.amazon.co.uk","","","black","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Valve Caps","10 x widow schraeder valve dust caps","10","caps","dust","dust caps"
"www.amazon.co.uk","","kids","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","childrens balaclava ski mask face mask microfleece different s","childrens","s","different","different s"
"www.amazon.co.uk","","kids","violet","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","childrens balaclava ski mask face mask microfleece different s","childrens","s","different","different s"
"www.amazon.co.uk","nike","men","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","golf 2014 mens perforated blank adjustable cap","golf","cap","adjustable","adjustable cap"
"www.amazon.co.uk","","women","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Caps","daily sports 463650 jolie ladies quilted golf cap ba","daily","ba","cap","cap ba"
"www.amazon.co.uk","","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","cleveland sdard cg tour golf cap","cleveland","cap","golf","golf cap"
"www.amazon.co.uk","","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","cleveland sdard cg tour golf cap","cleveland","cap","golf","golf cap"
"www.amazon.co.uk","nike","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Women","Caps","2014 ladies cuff knit womens golf beanie hat","2014","hat","beanie","beanie hat"
"www.amazon.co.uk","under armour","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","armour closer stretch cap","armour","cap","stretch","stretch cap"
"www.amazon.co.uk","callaway","men","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","golf 2014 mens tour staffer adjustable golf cap one size baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","callaway","men","white","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","golf 2014 mens tour staffer adjustable golf cap one size baseball hat","golf","hat","baseball","baseball hat"
"www.amazon.co.uk","nike","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 tour perforated cap","golf","cap","perforated","perforated cap"
"www.amazon.co.uk","nike","men","white","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 tour perforated cap","golf","cap","perforated","perforated cap"
"www.amazon.co.uk","nike","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 tour perforated cap","golf","cap","perforated","perforated cap"
"www.amazon.co.uk","nike","men","white","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 tour perforated cap","golf","cap","perforated","perforated cap"
"www.amazon.co.uk","new era","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","mbl 59fifty atlanta braves cap free uk p p","mbl","p","p","p p"
"www.amazon.co.uk","ferrari","kids","red","Home","Fashion","Fashion accessories","Headwear","Caps","Supporters' Gear","Formula 1","cap","cap","cap","cap","cap cap"
"www.amazon.co.uk","","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","7dayshop f7 high quality wer fleece snood neck warmer scarf improved 220gsm material","7dayshop","material","220gsm","220gsm material"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","tinksky reg cod ghost skull balaclavas skiing airsoft paball game cosplay mask hood elias commander yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","tinksky reg cod ghost skull balaclavas skiing airsoft paball game cosplay mask hood elias commander yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","tinksky reg cod ghost skull balaclavas skiing airsoft paball game cosplay mask hood elias commander yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","tinksky reg cod ghost skull balaclavas skiing airsoft paball game cosplay mask hood elias commander yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","tinksky reg cod ghost skull balaclavas skiing airsoft paball game cosplay mask hood elias commander yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Balaclavas","tinksky reg cod ghost skull balaclavas skiing airsoft paball game cosplay mask hood elias commander yet reviewed","tinksky","reviewed","yet","yet reviewed"
"www.amazon.co.uk","new era","kids","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Boys","Caps","mbl offical los angeles dogers cap uk 9 fifty","mbl","fifty","9","9 fifty"
"www.amazon.co.uk","berkley","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","powerbait seleclitter troutbait","powerbait","troutbait","seleclitter","seleclitter troutbait"
"www.amazon.co.uk","berkley","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","powerbait seleclitter troutbait","powerbait","troutbait","seleclitter","seleclitter troutbait"
"www.amazon.co.uk","berkley","men","yellow","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","powerbait seleclitter troutbait","powerbait","troutbait","seleclitter","seleclitter troutbait"
"www.amazon.co.uk","berkley","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","powerbait seleclitter troutbait","powerbait","troutbait","seleclitter","seleclitter troutbait"
"www.amazon.co.uk","berkley","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","powerbait seleclitter troutbait yet reviewed","powerbait","reviewed","yet","yet reviewed"
"www.amazon.co.uk","nfl","","yellow","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","chicago bears cuffless beanie","chicago","beanie","cuffless","cuffless beanie"
"www.amazon.co.uk","mitchell & ness","","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","mitchell ness oklahoma city thunder warm jersey snapback nba cap","mitchell","cap","nba","nba cap"
"www.amazon.co.uk","new era","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","cap co boys los angeles dodgers fitted cap","cap","cap","fitted","fitted cap"
"www.amazon.co.uk","mitchell & ness","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","mitchell ness new orleans pelicans 2 tone tip snapback nba cap","mitchell","cap","nba","nba cap"
"www.amazon.co.uk","patagonia","women","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Headwear","Caps","capilene 3 weight sweatshirt","capilene","sweatshirt","weight","weight sweatshirt"
"www.amazon.co.uk","neff","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","daily stripe beanie","daily","beanie","stripe","stripe beanie"
"www.amazon.co.uk","neff","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","daily stripe beanie","daily","beanie","stripe","stripe beanie"
"www.amazon.co.uk","neff","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","daily stripe beanie","daily","beanie","stripe","stripe beanie"
"www.amazon.co.uk","neff","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","daily stripe beanie","daily","beanie","stripe","stripe beanie"
"www.amazon.co.uk","neff","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","daily stripe beanie","daily","beanie","stripe","stripe beanie"
"www.amazon.co.uk","ronhill","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","pro beanie","pro","beanie","pro","pro beanie"
"www.amazon.co.uk","newcastle","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","united f c cap wb adult baseball cap 58cm adjustable strap swing tag official football merchandise","united","merchandise","football","football merchandise"
"www.amazon.co.uk","berghaus","men","Yet to be reviewed","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","spectrum beanie yet reviewed","spectrum","reviewed","yet","yet reviewed"
"www.bidorbuy.co.za","beer soap","","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hunting","Other Hunting","usa itary camo hat assorted shades well army cap","usa","cap","army","army cap"
"www.amazon.co.uk","maximo","kids","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","girl cap","girl","cap","girl","girl cap"
"www.amazon.co.uk","","kids","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","troizenfants girl plain uni cap","troizenfants","cap","uni","uni cap"
"www.amazon.co.uk","lacoste","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","baseball cap","baseball","cap","baseball","baseball cap"
"www.amazon.co.uk","lacoste","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","baseball cap","baseball","cap","baseball","baseball cap"
"www.amazon.co.uk","nike","men","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Men","Caps","golf 2014 mens tour knit hat beanie wer vrs rzn","golf","rzn","vrs","vrs rzn"
"www.amazon.co.uk","duck and cover","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","duck cover twisted yarn beanie","duck","beanie","yarn","yarn beanie"
"www.amazon.co.uk","canterbury","","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Clothing","Hats & Caps","beanie","beanie","beanie","beanie","beanie beanie"
"www.amazon.co.uk","","kids","black","Home","Fashion","Fashion accessories","Headwear","Caps","Accessories","Hats & Caps","d ll girl cap blau total eclipse 3000 one size","d","size","one","one size"
"www.amazon.co.uk","o'neil","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","l dolomiti beanie","l","beanie","dolomiti","dolomiti beanie"
"www.amazon.co.uk","o'neil","men","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","l dolomiti beanie","l","beanie","dolomiti","dolomiti beanie"
"www.amazon.co.uk","attire","kids","yellow","Home","Fashion","Fashion accessories","Headwear","Caps","Boys'","Accessories","10 x childrens graduation gowns age 3 5 matching cap","10","cap","matching","matching cap"
"www.amazon.co.uk","billabong","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","lincoln cap trucker baseball cap","lincoln","cap","baseball","baseball cap"
"www.amazon.co.uk","o'neil","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","l ac direction beanie","l","beanie","direction","direction beanie"
"www.amazon.co.uk","g star","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Visors","visor","visor","visor","visor","visor visor"
"www.amazon.co.uk","","women","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","animal briony beanie","animal","beanie","briony","briony beanie"
"www.amazon.co.uk","","women","beige/sand/tan","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","animal cavalese beanie","animal","beanie","cavalese","cavalese beanie"
"www.amazon.co.uk","o'neil","men","cyan","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","l eday beanie","l","beanie","eday","eday beanie"
"www.amazon.co.uk","o'neil","men","brown","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","l eday beanie","l","beanie","eday","eday beanie"
"www.amazon.co.uk","hugo boss","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","gym bag galic","gym","galic","bag","bag galic"
"www.amazon.co.uk","volcom","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","layer jfit baseball cap","layer","cap","baseball","baseball cap"
"www.amazon.co.uk","volcom","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","layer jfit baseball cap","layer","cap","baseball","baseball cap"
"www.amazon.co.uk","bogner","men","blue","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","man beanie","man","beanie","man","man beanie"
"www.amazon.co.uk","dc comics","men","cyan","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","dc clothing empire se baseball cap","dc","cap","baseball","baseball cap"
"www.amazon.co.uk","dc comics","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Baseball Caps","dc clothing empire se baseball cap","dc","cap","baseball","baseball cap"
"www.amazon.co.uk","esprit","women","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Flat Caps","edc flat cap","edc","cap","flat","flat cap"
"www.amazon.co.uk","esprit","women","grey","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Flat Caps","edc flat cap","edc","cap","flat","flat cap"
"www.amazon.co.uk","dc comics","men","multicolor","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","dc clothing clap beanie","dc","beanie","clap","clap beanie"
"www.amazon.co.uk","billabong","women","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Caps","Skullies & Beanies","eva beanie","eva","beanie","eva","eva beanie"
"www.amazon.co.uk","alpinestars","men","black","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Headwear","Caps","boue faltbill flat cap","boue","cap","flat","flat cap"
"www.amazon.co.uk","alpinestars","men","red","Home","Fashion","Fashion accessories","Headwear","Caps","Hats & Headwear","Caps","boue faltbill flat cap","boue","cap","flat","flat cap"
